pl_name,discoverymethod,disc_facility,pl_rade,pl_eqt,pl_orbsmax,st_teff,st_lum
"Kepler-225 b","Transit","Kepler",1.36000000,503.67,0.0556950000,3859.67,
"Kepler-225 c","Transit","Kepler",1.96500000,358.33,0.1102566667,3859.67,
"Kepler-226 b","Transit","Kepler",1.62600000,1016.80,0.0467400000,5484.20,
"Kepler-226 c","Transit","Kepler",2.60400000,917.40,0.0573600000,5484.20,
"Kepler-226 d","Transit","Kepler",1.25800000,798.00,0.0758000000,5484.20,
"Kepler-227 b","Transit","Kepler",2.81200000,860.60,0.0876400000,5753.60,
"Kepler-227 c","Transit","Kepler",3.04600000,480.40,0.2810800000,5753.60,
"Kepler-228 b","Transit","Kepler",1.56600000,1355.20,0.0373200000,6039.60,
"Kepler-228 c","Transit","Kepler",2.92600000,1155.60,0.0513200000,6039.60,
"Kepler-228 d","Transit","Kepler",4.01200000,831.40,0.0991600000,6039.60,
"Kepler-229 b","Transit","Kepler",2.39600000,784.80,0.0620000000,5101.60,
"Kepler-229 c","Transit","Kepler",5.27400000,573.60,0.1160600000,5101.60,
"Kepler-229 d","Transit","Kepler",3.60400000,419.00,0.2175800000,5101.60,
"Kepler-23 b","Transit","Kepler",1.89200000,1203.00,0.0745800000,5877.40,
"Kepler-23 c","Transit","Kepler",3.24000000,1048.60,0.0981200000,5877.40,
"Kepler-23 d","Transit","Kepler",2.36400000,932.40,0.1241000000,5877.40,
"Kepler-230 b","Transit","Kepler",2276.14200000,507.40,0.1899800000,5591.60,
"Kepler-230 c","Transit","Kepler",2.22200000,359.20,0.3787000000,5591.60,
"Kepler-231 b","Transit","Kepler",1.74200000,453.80,0.0741400000,3923.00,
"Kepler-231 c","Transit","Kepler",1.79000000,362.17,0.1139500000,3897.00,
"Kepler-232 b","Transit","Kepler",3.05200000,1074.60,0.0531400000,5802.20,
"Kepler-232 c","Transit","Kepler",3.71400000,784.00,0.0998200000,5802.20,
"Kepler-233 b","Transit","Kepler",2.63600000,748.20,0.0776400000,5349.40,
"Kepler-233 c","Transit","Kepler",2.58400000,388.20,0.2879200000,5349.40,
"Kepler-234 b","Transit","Kepler",3.43600000,1401.40,0.0397600000,6174.40,
"Kepler-234 c","Transit","Kepler",3.45000000,1012.00,0.0763000000,6174.40,
"Kepler-235 b","Transit","Kepler",2.13842857,664.71,0.0352128571,3962.43,-1.25300
"Kepler-235 c","Transit","Kepler",1.22350000,505.50,0.0619850000,3975.00,-1.25300
"Kepler-235 d","Transit","Kepler",1.98485714,366.14,0.1161014286,3962.43,-1.25300
"Kepler-235 e","Transit","Kepler",1.92100000,277.57,0.2023957143,3962.43,-1.25300
"Kepler-236 b","Transit","Kepler",1.67400000,471.80,0.0654200000,3810.40,
"Kepler-236 c","Transit","Kepler",1.82166667,330.67,0.1324750000,3800.33,
"Kepler-237 b","Transit","Kepler",1.50800000,817.80,0.0494800000,4855.40,
"Kepler-237 c","Transit","Kepler",2.24200000,683.00,0.0709600000,4855.40,
"Kepler-238 b","Transit","Kepler",1.17400000,1436.20,0.0325400000,5818.40,
"Kepler-238 c","Transit","Kepler",1.93200000,1003.40,0.0667200000,5818.40,
"Kepler-238 d","Transit","Kepler",2.36200000,777.40,0.1110800000,5818.40,
"Kepler-238 e","Transit","Kepler",6.12400000,639.80,0.1638000000,5818.40,
"Kepler-238 f","Transit","Kepler",2.22400000,497.40,0.2713800000,5818.40,
"Kepler-239 b","Transit","Kepler",2.33600000,608.80,0.0938200000,4968.00,
"Kepler-239 c","Transit","Kepler",2.24400000,361.60,0.2664400000,4968.00,
"Kepler-24 b","Transit","Kepler",3.11200000,1005.20,0.0781800000,6010.60,
"Kepler-24 c","Transit","Kepler",4.25400000,875.40,0.1030400000,6010.60,
"Kepler-24 d","Transit","Kepler",1.72000000,1248.80,0.0506600000,6010.60,
"Kepler-24 e","Transit","Kepler",10.65000000,758.00,0.1374200000,6010.60,
"Kepler-240 b","Transit","Kepler",1.47600000,867.80,0.0468600000,4930.60,
"Kepler-240 c","Transit","Kepler",2.22800000,698.80,0.0723600000,4930.60,
"Kepler-241 b","Transit","Kepler",2.30600000,559.20,0.0933200000,4703.40,
"Kepler-241 c","Transit","Kepler",2.67600000,395.00,0.1870800000,4703.40,
"Kepler-242 b","Transit","Kepler",2.86600000,732.00,0.0730000000,5002.20,
"Kepler-242 c","Transit","Kepler",2.61400000,604.80,0.1067200000,5002.20,
"Kepler-243 b","Transit","Kepler",2.39400000,833.40,0.0603600000,5207.20,
"Kepler-243 c","Transit","Kepler",1.99400000,548.60,0.1391400000,5207.20,
"Kepler-244 b","Transit","Kepler",2.88400000,995.80,0.0500400000,5555.00,
"Kepler-244 c","Transit","Kepler",2.25400000,757.80,0.0864400000,5555.00,
"Kepler-244 d","Transit","Kepler",2.68600000,596.40,0.1395600000,5555.00,
"Kepler-245 b","Transit","Kepler",2.84000000,800.20,0.0696800000,5217.80,
"Kepler-245 c","Transit","Kepler",2.50200000,603.60,0.1224200000,5217.80,
"Kepler-245 d","Transit","Kepler",3.32600000,473.00,0.1993400000,5217.80,
"Kepler-245 e","Transit","Kepler",1.83400000,1061.20,0.0396200000,5217.80,
"Kepler-246 b","Transit","Kepler",2.33200000,900.80,0.0510200000,5142.80,
"Kepler-246 c","Transit","Kepler",1.53800000,670.00,0.0923400000,5142.80,
"Kepler-247 b","Transit","Kepler",1.62800000,961.00,0.0415600000,5077.80,
"Kepler-247 c","Transit","Kepler",4.19600000,679.80,0.0831400000,5077.80,
"Kepler-247 d","Transit","Kepler",4.36400000,525.20,0.1393200000,5077.80,
"Kepler-248 b","Transit","Kepler",3.13200000,817.60,0.0653200000,5154.20,
"Kepler-248 c","Transit","Kepler",4.26600000,596.80,0.1227200000,5154.20,
"Kepler-249 b","Transit","Kepler",1.05666667,571.33,0.0334050000,3606.00,
"Kepler-249 c","Transit","Kepler",1.30333333,443.00,0.0555733333,3606.00,
"Kepler-249 d","Transit","Kepler",1.26833333,342.67,0.0927466667,3606.00,
"Kepler-25 b","Transit","Kepler",2.80380472,1222.08,0.0698800000,6232.00,
"Kepler-25 c","Transit","Kepler",4.95841000,915.83,0.1124200000,6232.00,
"Kepler-250 b","Transit","Kepler",1.11000000,926.80,0.0473200000,5122.80,
"Kepler-250 c","Transit","Kepler",2.40000000,772.40,0.0680400000,5122.80,
"Kepler-250 d","Transit","Kepler",2.32400000,572.00,0.1242600000,5122.80,
"Kepler-251 b","Transit","Kepler",1.68400000,1119.20,0.0542600000,5809.20,
"Kepler-251 c","Transit","Kepler",3.41800000,741.20,0.1236800000,5809.20,
"Kepler-251 d","Transit","Kepler",3.93800000,606.60,0.1847400000,5809.20,
"Kepler-251 e","Transit","Kepler",3.68200000,407.40,0.4098200000,5809.20,
"Kepler-252 b","Transit","Kepler",1.20800000,591.80,0.0588600000,4244.40,
"Kepler-252 c","Transit","Kepler",2.36333333,503.17,0.0813083333,4238.33,
"Kepler-253 b","Transit","Kepler",1.69400000,947.40,0.0451400000,5198.40,
"Kepler-253 c","Transit","Kepler",2.62600000,678.60,0.0879000000,5198.40,
"Kepler-253 d","Transit","Kepler",3.07200000,561.60,0.1283400000,5198.40,
"Kepler-254 b","Transit","Kepler",3.82600000,991.20,0.0629800000,5868.00,
"Kepler-254 c","Transit","Kepler",2.38800000,770.20,0.1042600000,5868.00,
"Kepler-254 d","Transit","Kepler",2.74800000,671.60,0.1371000000,5868.00,
"Kepler-255 b","Transit","Kepler",1.60800000,923.60,0.0616200000,5502.80,
"Kepler-255 c","Transit","Kepler",3.01000000,768.00,0.0891600000,5502.80,
"Kepler-255 d","Transit","Kepler",1.36800000,1631.00,0.0197600000,5502.80,
"Kepler-256 b","Transit","Kepler",1.35800000,1560.60,0.0273200000,5846.20,
"Kepler-256 c","Transit","Kepler",1.80400000,1221.40,0.0446600000,5846.20,
"Kepler-256 d","Transit","Kepler",1.71000000,1018.80,0.0641400000,5846.20,
"Kepler-256 e","Transit","Kepler",1.86400000,833.00,0.0960400000,5846.20,
"Kepler-257 b","Transit","Kepler",2.55000000,1205.40,0.0330400000,5162.00,
"Kepler-257 c","Transit","Kepler",4.45400000,859.80,0.0648800000,5162.00,
"Kepler-257 d","Transit","Kepler",5.31000000,553.80,0.1565600000,5162.00,
"Kepler-258 b","Transit","Kepler",3.92800000,625.40,0.1015600000,4927.40,
"Kepler-258 c","Transit","Kepler",3.32200000,458.40,0.1894800000,4927.40,
"Kepler-259 b","Transit","Kepler",2.80800000,880.80,0.0786000000,5927.00,
"Kepler-259 c","Transit","Kepler",2.84800000,531.00,0.2160000000,5927.00,
"Kepler-26 b","Transit","Kepler",2.90166667,440.00,0.0860683333,3985.50,
"Kepler-26 c","Transit","Kepler",2.81166667,393.00,0.1078083333,3985.50,
"Kepler-26 d","Transit","Kepler",1.16833333,666.17,0.0375400000,3985.50,
"Kepler-26 e","Transit","Kepler",2.28800000,283.40,0.2100600000,4005.20,
"Kepler-260 b","Transit","Kepler",2.04600000,793.40,0.0768600000,5414.00,
"Kepler-260 c","Transit","Kepler",1.65400000,377.00,0.3396000000,5414.00,
"Kepler-261 b","Transit","Kepler",2.21600000,679.20,0.0883800000,5184.40,
"Kepler-261 c","Transit","Kepler",2.25800000,510.00,0.1569800000,5184.40,
"Kepler-262 b","Transit","Kepler",1.44400000,733.60,0.1076000000,5828.60,
"Kepler-262 c","Transit","Kepler",1.73200000,617.80,0.1516000000,5828.60,
"Kepler-263 b","Transit","Kepler",2.72600000,584.40,0.1184000000,5205.40,
"Kepler-263 c","Transit","Kepler",2.45400000,411.40,0.2385400000,5205.40,
"Kepler-264 b","Transit","Kepler",4.61800000,829.40,0.2569400000,6227.00,
"Kepler-264 c","Transit","Kepler",3.92800000,549.60,0.5845000000,6227.00,
"Kepler-265 b","Transit","Kepler",1.65400000,1034.00,0.0713000000,6210.20,
"Kepler-265 c","Transit","Kepler",2.45400000,763.20,0.1309600000,6210.20,
"Kepler-265 d","Transit","Kepler",2.31200000,559.60,0.2432200000,6210.20,
"Kepler-265 e","Transit","Kepler",2.39000000,481.20,0.3289600000,6210.20,
"Kepler-266 b","Transit","Kepler",2.59200000,997.20,0.0696800000,5765.40,
"Kepler-266 c","Transit","Kepler",4.06800000,393.00,0.4480400000,5765.40,
"Kepler-267 b","Transit","Kepler",1.96666667,629.67,0.0347333333,3849.67,
"Kepler-267 c","Transit","Kepler",2.08600000,497.60,0.0560600000,3858.20,
"Kepler-267 d","Transit","Kepler",2.04200000,309.40,0.1446400000,3858.20,
"Kepler-268 b","Transit","Kepler",2.48600000,703.00,0.1763800000,6246.40,
"Kepler-268 c","Transit","Kepler",2.67800000,476.40,0.3841600000,6246.40,
"Kepler-269 b","Transit","Kepler",2.45600000,995.80,0.0600800000,5785.20,
"Kepler-269 c","Transit","Kepler",1.59000000,864.80,0.0796800000,5785.20,
"Kepler-27 b","Transit","Kepler",5.10800000,631.20,0.1198400000,5325.00,
"Kepler-27 c","Transit","Kepler",7.11200000,497.40,0.1928000000,5325.00,
"Kepler-27 d","Transit","Kepler",2.69600000,838.80,0.0678200000,5325.00,
"Kepler-270 b","Transit","Kepler",1.88600000,995.40,0.1046000000,6357.20,
"Kepler-270 c","Transit","Kepler",1.56000000,764.60,0.1770600000,6357.20,
"Kepler-271 b","Transit","Kepler",1.32800000,784.60,0.0883200000,5567.00,
"Kepler-271 c","Transit","Kepler",1.03000000,879.80,0.0702600000,5567.00,
"Kepler-271 d","Transit","Kepler",0.70000000,985.40,0.0560000000,5567.00,
"Kepler-272 b","Transit","Kepler",1.36200000,1133.00,0.0374400000,5304.60,
"Kepler-272 c","Transit","Kepler",1.73000000,893.00,0.0602800000,5304.60,
"Kepler-272 d","Transit","Kepler",1.93800000,732.80,0.0894200000,5304.60,
"Kepler-273 b","Transit","Kepler",1.67200000,1182.20,0.0376000000,5584.40,
"Kepler-273 c","Transit","Kepler",1.71600000,846.00,0.0734200000,5584.40,
"Kepler-274 b","Transit","Kepler",2.00250000,871.75,0.1004250000,5907.50,
"Kepler-274 c","Transit","Kepler",2.26500000,615.00,0.2019750000,5907.50,
"Kepler-275 b","Transit","Kepler",2.16800000,1010.80,0.0999400000,6451.40,
"Kepler-275 c","Transit","Kepler",3.24400000,871.20,0.1347200000,6451.40,
"Kepler-275 d","Transit","Kepler",3.01200000,668.00,0.2288400000,6451.40,
"Kepler-276 b","Transit","Kepler",2.61000000,777.00,0.1172400000,6028.40,
"Kepler-276 c","Transit","Kepler",3.21000000,592.40,0.2018000000,6028.40,
"Kepler-276 d","Transit","Kepler",2.93600000,514.20,0.2674800000,6028.40,
"Kepler-277 b","Transit","Kepler",2.98800000,927.20,0.1372800000,5947.40,
"Kepler-277 c","Transit","Kepler",2.97200000,748.20,0.2110800000,5947.40,
"Kepler-278 b","Transit","Kepler",4.02083333,767.00,0.2050666667,5012.67,0.64933
"Kepler-278 c","Transit","Kepler",3.20300000,644.17,0.2911833333,5012.67,0.64933
"Kepler-279 b","Transit","Kepler",2.76600000,984.60,0.1094000000,6697.60,
"Kepler-279 c","Transit","Kepler",4.09600000,690.60,0.2225800000,6697.60,
"Kepler-279 d","Transit","Kepler",3.17500000,582.25,0.2943250000,6780.50,
"Kepler-279 e","Transit","Kepler",4.13000000,552.00,0.4390000000,6366.00,
"Kepler-28 b","Transit","Kepler",1.92000000,602.83,0.0540916667,4170.50,
"Kepler-28 c","Transit","Kepler",1.87000000,524.50,0.0714933333,4170.50,
"Kepler-280 b","Transit","Kepler",1.48400000,1335.60,0.0318200000,5699.00,
"Kepler-280 c","Transit","Kepler",2.17800000,1020.00,0.0545800000,5699.00,
"Kepler-281 b","Transit","Kepler",2.28200000,690.40,0.1162800000,5708.60,
"Kepler-281 c","Transit","Kepler",5.27400000,510.20,0.2131600000,5708.60,
"Kepler-281 d","Transit","Kepler",7.17200000,319.40,0.5440800000,5708.60,
"Kepler-282 b","Transit","Kepler",1.08600000,866.20,0.0846400000,6010.00,
"Kepler-282 c","Transit","Kepler",1.21800000,759.80,0.1100400000,6010.00,
"Kepler-282 d","Transit","Kepler",2.30400000,622.60,0.1638800000,6010.00,
"Kepler-282 e","Transit","Kepler",2.66400000,513.40,0.2414000000,6010.00,
"Kepler-283 b","Transit","Kepler",3.01833333,599.83,0.0862200000,4870.67,
"Kepler-283 c","Transit","Kepler",23.99400000,290.00,0.3546200000,4807.00,
"Kepler-284 b","Transit","Kepler",2.49600000,696.20,0.1031000000,5547.20,
"Kepler-284 c","Transit","Kepler",2.68400000,485.60,0.2122800000,5547.20,
"Kepler-285 b","Transit","Kepler",1.37000000,1119.60,0.0357200000,5339.00,
"Kepler-285 c","Transit","Kepler",1.13400000,843.40,0.0629800000,5339.00,
"Kepler-286 b","Transit","Kepler",1.32800000,1456.80,0.0285000000,5891.00,
"Kepler-286 c","Transit","Kepler",1.43800000,1170.40,0.0442000000,5891.00,
"Kepler-286 d","Transit","Kepler",1.44200000,978.00,0.0632800000,5891.00,
"Kepler-286 e","Transit","Kepler",1.79200000,574.40,0.1832800000,5891.00,
"Kepler-287 b","Transit","Kepler",2.53600000,676.80,0.1428200000,5738.60,
"Kepler-287 c","Transit","Kepler",3.39000000,519.80,0.2420600000,5738.60,
"Kepler-288 b","Transit","Kepler",1.75600000,1087.20,0.0649200000,5815.20,
"Kepler-288 c","Transit","Kepler",3.23400000,740.40,0.1400600000,5815.20,
"Kepler-288 d","Transit","Kepler",3.48200000,517.20,0.2868000000,5815.20,
"Kepler-289 b","Transit","Kepler",3.34000000,722.40,0.2162200000,6206.00,
"Kepler-289 c","Transit","Kepler",16.17326388,418.03,0.5118200000,6166.48,
"Kepler-289 e","Transit","Kepler",2.94000000,286.00,0.9342000000,5933.00,
"Kepler-29 b","Transit","Kepler",1671.57600000,786.00,0.0923800000,5768.80,
"Kepler-29 c","Transit","Kepler",737.09600000,723.20,0.1092200000,5768.80,
"Kepler-290 b","Transit","Kepler",2.21600000,591.40,0.1097600000,5143.20,
"Kepler-290 c","Transit","Kepler",3.13600000,434.60,0.2035000000,5143.20,
"Kepler-290 d","Transit","Kepler",0.86200000,1584.20,0.0153200000,5143.20,
"Kepler-291 b","Transit","Kepler",2.15200000,1202.40,0.0467200000,5981.20,
"Kepler-291 c","Transit","Kepler",1.91600000,1026.20,0.0641200000,5981.20,
"Kepler-292 b","Transit","Kepler",1.56000000,1204.40,0.0353800000,5456.40,
"Kepler-292 c","Transit","Kepler",1.74200000,1068.00,0.0450200000,5456.40,
"Kepler-292 d","Transit","Kepler",2.50800000,861.80,0.0691600000,5456.40,
"Kepler-292 e","Transit","Kepler",2.63800000,723.20,0.0982200000,5456.40,
"Kepler-292 f","Transit","Kepler",2.81600000,600.80,0.1423000000,5456.40,
"Kepler-293 b","Transit","Kepler",2.92800000,650.40,0.1415200000,5781.20,
"Kepler-293 c","Transit","Kepler",3.70200000,461.20,0.2822400000,5781.20,
"Kepler-294 b","Transit","Kepler",1.74600000,1140.40,0.0471600000,5843.20,
"Kepler-294 c","Transit","Kepler",2.72800000,939.60,0.0695200000,5843.20,
"Kepler-295 b","Transit","Kepler",1.48600000,743.20,0.0993600000,5611.80,
"Kepler-295 c","Transit","Kepler",1.27600000,622.40,0.1416400000,5611.80,
"Kepler-295 d","Transit","Kepler",1.73000000,537.00,0.1937500000,5619.00,
"Kepler-296 b","Transit","Kepler",15.99571429,411.57,0.0673728571,3611.00,
"Kepler-296 c","Transit","Kepler",1.81571429,477.71,0.0479214286,3611.00,
"Kepler-296 d","Transit","Kepler",1.80000000,318.00,0.1084371429,3611.00,
"Kepler-296 e","Transit","Kepler",1.26000000,269.00,0.1566000000,3626.67,
"Kepler-296 f","Transit","Kepler",1.42666667,219.00,0.2364666667,3626.67,
"Kepler-297 b","Transit","Kepler",3.18800000,564.20,0.2253000000,6041.20,
"Kepler-297 c","Transit","Kepler",7.34200000,454.00,0.3487600000,6041.20,
"Kepler-297 d","Transit","Kepler",17.58400000,359.80,0.5542000000,6041.20,
"Kepler-298 b","Transit","Kepler",2.19600000,561.80,0.0817600000,4553.00,
"Kepler-298 c","Transit","Kepler",2.28800000,432.80,0.1378000000,4553.00,
"Kepler-298 d","Transit","Kepler",2.77000000,288.80,0.3101600000,4553.00,
"Kepler-299 b","Transit","Kepler",1.22800000,1242.00,0.0398600000,5837.80,
"Kepler-299 c","Transit","Kepler",2.10200000,933.40,0.0705600000,5837.80,
"Kepler-299 d","Transit","Kepler",1.67200000,719.60,0.1187000000,5837.80,
"Kepler-299 e","Transit","Kepler",1.70800000,527.00,0.2214400000,5837.80,
"Kepler-30 b","Transit","Kepler",1.73000000,530.67,0.1844666667,5477.00,
"Kepler-30 c","Transit","Kepler",12.96600000,414.40,0.2994400000,5480.20,
"Kepler-30 d","Transit","Kepler",9.27000000,310.60,0.5328800000,5480.20,
"Kepler-300 b","Transit","Kepler",1.99400000,815.20,0.0930800000,5973.00,
"Kepler-300 c","Transit","Kepler",2.18200000,518.20,0.2302400000,5973.00,
"Kepler-301 b","Transit","Kepler",1.33600000,1279.00,0.0356000000,5813.40,
"Kepler-301 c","Transit","Kepler",1.41000000,990.00,0.0594400000,5813.40,
"Kepler-301 d","Transit","Kepler",1.88800000,726.20,0.1104400000,5813.40,
"Kepler-302 b","Transit","Kepler",3.01800000,583.00,0.1885200000,5899.80,
"Kepler-302 c","Transit","Kepler",9.94000000,361.00,0.4921800000,5899.80,
"Kepler-303 b","Transit","Kepler",0.95000000,807.17,0.0245366667,4005.00,
"Kepler-303 c","Transit","Kepler",1.23400000,526.00,0.0582800000,4017.20,
"Kepler-304 b","Transit","Kepler",3.40200000,960.20,0.0398600000,4846.40,
"Kepler-304 c","Transit","Kepler",2.66600000,817.20,0.0549800000,4846.40,
"Kepler-304 d","Transit","Kepler",2.91200000,671.00,0.0816400000,4846.40,
"Kepler-304 e","Transit","Kepler",1.28800000,1245.40,0.0237000000,4846.40,
"Kepler-305 b","Transit","Kepler",3.44800000,846.80,0.0566400000,5067.80,
"Kepler-305 c","Transit","Kepler",3.26600000,738.40,0.0744200000,5067.80,
"Kepler-305 d","Transit","Kepler",2.84000000,584.20,0.1190800000,5067.80,
"Kepler-305 e","Transit","Kepler",1.86000000,1013.60,0.0395200000,5067.80,
"Kepler-306 b","Transit","Kepler",1.85800000,904.40,0.0518600000,5127.80,
"Kepler-306 c","Transit","Kepler",2.48800000,779.80,0.0698400000,5127.80,
"Kepler-306 d","Transit","Kepler",2.45000000,583.00,0.1248400000,5127.80,
"Kepler-306 e","Transit","Kepler",2.75600000,424.60,0.2354800000,5127.80,
"Kepler-307 b","Transit","Kepler",3.30000000,839.60,0.0918200000,5620.20,
"Kepler-307 c","Transit","Kepler",3.02800000,778.60,0.1068200000,5620.20,
"Kepler-308 b","Transit","Kepler",2.19400000,830.60,0.0890000000,5892.00,
"Kepler-308 c","Transit","Kepler",2.14000000,712.80,0.1210800000,5892.00,
"Kepler-309 b","Transit","Kepler",1.09000000,557.67,0.0520700000,4013.83,
"Kepler-309 c","Transit","Kepler",2.15666667,213.83,0.3547766667,4013.83,
"Kepler-31 b","Transit","Kepler",5.40800000,779.80,0.1551000000,6412.80,
"Kepler-31 c","Transit","Kepler",5.09800000,614.20,0.2497000000,6412.80,
"Kepler-31 d","Transit","Kepler",4.07600000,483.20,0.4037400000,6412.80,
"Kepler-310 b","Transit","Kepler",1.30000000,706.60,0.1103000000,5740.00,
"Kepler-310 c","Transit","Kepler",3.30200000,443.20,0.2804400000,5740.00,
"Kepler-310 d","Transit","Kepler",2.45600000,375.80,0.3906600000,5740.00,
"Kepler-311 b","Transit","Kepler",1.64400000,945.80,0.0858000000,5975.80,
"Kepler-311 c","Transit","Kepler",1.52000000,733.00,0.1429000000,5975.80,
"Kepler-311 d","Transit","Kepler",2.02333333,319.67,0.7321333333,5899.00,
"Kepler-312 b","Transit","Kepler",0.99000000,1652.00,0.0305500000,6190.50,
"Kepler-312 c","Transit","Kepler",2.55200000,744.40,0.1524800000,6191.80,
"Kepler-313 b","Transit","Kepler",2.04600000,805.00,0.1182000000,5861.20,
"Kepler-313 c","Transit","Kepler",1.87400000,623.00,0.1973400000,5861.20,
"Kepler-314 b","Transit","Kepler",0.82200000,1219.20,0.0358800000,5482.00,
"Kepler-314 c","Transit","Kepler",2.84577883,906.33,0.0647800000,5438.26,
"Kepler-315 b","Transit","Kepler",3.81600000,385.00,0.3902800000,5747.40,
"Kepler-315 c","Transit","Kepler",3.78000000,274.50,0.7621250000,5741.00,
"Kepler-316 b","Transit","Kepler",1.22200000,824.40,0.0278400000,4173.20,
"Kepler-316 c","Transit","Kepler",1.34200000,568.40,0.0585200000,4173.20,
"Kepler-317 b","Transit","Kepler",2.11600000,949.40,0.0595400000,5439.40,
"Kepler-317 c","Transit","Kepler",1.83200000,814.00,0.0811000000,5439.40,
"Kepler-318 b","Transit","Kepler",5.30142064,1232.70,0.0558800000,5865.02,
"Kepler-318 c","Transit","Kepler",4.45000000,926.20,0.1040400000,5850.00,
"Kepler-319 b","Transit","Kepler",2.88600000,1342.00,0.0550800000,5788.80,
"Kepler-319 c","Transit","Kepler",4.84400000,1151.20,0.0748600000,5788.80,
"Kepler-319 d","Transit","Kepler",4.01200000,692.60,0.2066400000,5788.80,
"Kepler-32 b","Transit","Kepler",2.08285714,523.43,0.0515157143,3784.71,
"Kepler-32 c","Transit","Kepler",2.07142857,459.14,0.0670128571,3784.71,
"Kepler-32 d","Transit","Kepler",2.34428571,333.71,0.1269800000,3784.71,
"Kepler-32 e","Transit","Kepler",1.26285714,663.71,0.0321642857,3784.71,
"Kepler-32 f","Transit","Kepler",1.46333333,1055.83,0.0129166667,3794.33,
"Kepler-320 b","Transit","Kepler",1.38500000,1073.75,0.0836000000,6415.50,
"Kepler-320 c","Transit","Kepler",1.75750000,833.25,0.1389000000,6415.50,
"Kepler-321 b","Transit","Kepler",1.64200000,1082.20,0.0570200000,5821.40,
"Kepler-321 c","Transit","Kepler",2.25200000,781.20,0.1094600000,5821.40,
"Kepler-322 b","Transit","Kepler",1.16400000,1476.60,0.0252800000,5482.80,
"Kepler-322 c","Transit","Kepler",1.92600000,1068.60,0.0482600000,5482.80,
"Kepler-323 b","Transit","Kepler",1.64350000,1860.00,0.0284633333,6184.17,
"Kepler-323 c","Transit","Kepler",1.83666667,1448.83,0.0469333333,6184.17,
"Kepler-324 b","Transit","Kepler",1.10400000,933.40,0.0502800000,5315.00,
"Kepler-324 c","Transit","Kepler",2.97000000,409.80,0.2604600000,5315.00,
"Kepler-324 e","Transit","Kepler",1.66600000,634.00,0.1088400000,5315.00,
"Kepler-325 b","Transit","Kepler",2.96400000,1088.20,0.0518600000,5687.60,
"Kepler-325 c","Transit","Kepler",3.15400000,770.80,0.1033400000,5687.60,
"Kepler-325 d","Transit","Kepler",2.89000000,532.60,0.2166000000,5687.60,
"Kepler-326 b","Transit","Kepler",2.36400000,1514.60,0.0326400000,5157.80,
"Kepler-326 c","Transit","Kepler",2.62600000,1197.60,0.0522000000,5157.80,
"Kepler-326 d","Transit","Kepler",2.39000000,1050.40,0.0678200000,5157.80,
"Kepler-327 b","Transit","Kepler",1.24800000,699.20,0.0292600000,3831.00,
"Kepler-327 c","Transit","Kepler",1.16600000,551.60,0.0470400000,3831.00,
"Kepler-327 d","Transit","Kepler",1.85600000,397.20,0.0908400000,3831.00,
"Kepler-328 b","Transit","Kepler",3.09500000,600.50,0.2192250000,6173.75,
"Kepler-328 c","Transit","Kepler",5.17600000,469.80,0.3511600000,6165.80,
"Kepler-329 b","Transit","Kepler",1.38800000,538.20,0.0609200000,4129.00,
"Kepler-329 c","Transit","Kepler",2.11600000,396.00,0.1127400000,4129.00,
"Kepler-33 b","Transit","Kepler",1.65200000,1338.20,0.0650400000,5900.80,
"Kepler-33 c","Transit","Kepler",2.82800000,1010.80,0.1140400000,5900.80,
"Kepler-33 d","Transit","Kepler",4.91400000,854.80,0.1593600000,5900.80,
"Kepler-33 e","Transit","Kepler",3.72600000,753.40,0.2051200000,5900.80,
"Kepler-33 f","Transit","Kepler",4.20600000,692.20,0.2432000000,5900.80,
"Kepler-330 b","Transit","Kepler",1.30800000,706.40,0.0743800000,5061.60,
"Kepler-330 c","Transit","Kepler",2.13200000,567.00,0.1154000000,5061.60,
"Kepler-331 b","Transit","Kepler",1.98800000,544.80,0.0668200000,4375.60,
"Kepler-331 c","Transit","Kepler",2.10000000,428.80,0.1078600000,4375.60,
"Kepler-331 d","Transit","Kepler",1.95800000,349.00,0.1630200000,4375.60,
"Kepler-332 b","Transit","Kepler",1.39200000,763.20,0.0700200000,5089.60,
"Kepler-332 c","Transit","Kepler",1.23500000,601.75,0.1151500000,5094.50,
"Kepler-332 d","Transit","Kepler",1.34500000,467.50,0.1911250000,5094.50,
"Kepler-333 b","Transit","Kepler",1.43200000,475.20,0.0890600000,4207.40,
"Kepler-333 c","Transit","Kepler",1.18400000,382.00,0.1376600000,4207.40,
"Kepler-334 b","Transit","Kepler",1.07000000,1063.60,0.0603800000,5871.60,
"Kepler-334 c","Transit","Kepler",1.41600000,802.00,0.1061800000,5871.60,
"Kepler-334 d","Transit","Kepler",1.47200000,640.00,0.1666400000,5871.60,
"Kepler-335 b","Transit","Kepler",1.94600000,1035.40,0.0699000000,5975.40,
"Kepler-335 c","Transit","Kepler",1.77250000,483.25,0.3326000000,5971.75,
"Kepler-336 b","Transit","Kepler",0.82400000,1465.00,0.0312600000,6003.20,
"Kepler-336 c","Transit","Kepler",1.64600000,872.60,0.0881600000,6003.20,
"Kepler-336 d","Transit","Kepler",1.91200000,675.60,0.1470000000,6003.20,
"Kepler-337 b","Transit","Kepler",1.34400000,1453.80,0.0433000000,5727.00,
