pl_name,discoverymethod,disc_facility,pl_rade,pl_eqt,pl_orbsmax,st_teff,st_lum
"Kepler-1255 b","Transit","Kepler",2.22800000,598.80,0.2189800000,6105.40,
"Kepler-1256 b","Transit","Kepler",1.41400000,964.40,0.1092800000,6348.40,
"Kepler-1257 b","Transit","Kepler",1.51400000,1247.60,0.0374800000,5801.20,
"Kepler-1258 b","Transit","Kepler",0.99200000,1945.80,0.0196600000,6014.80,
"Kepler-1259 b","Transit","Kepler",1.47200000,1674.60,0.0141400000,5153.80,
"Kepler-126 b","Transit","Kepler",1.52400000,1008.00,0.0982000000,6219.00,
"Kepler-126 c","Transit","Kepler",1.59600000,788.60,0.1603600000,6219.00,
"Kepler-126 d","Transit","Kepler",2.56200000,474.60,0.4424600000,6219.00,
"Kepler-1260 b","Transit","Kepler",1.65000000,707.20,0.1353800000,5926.00,
"Kepler-1261 b","Transit","Kepler",2.46200000,403.60,0.2442000000,5069.00,
"Kepler-1262 b","Transit","Kepler",1.86400000,913.80,0.0931400000,6113.40,
"Kepler-1263 b","Transit","Kepler",1.11600000,915.20,0.0505800000,5244.60,
"Kepler-1264 b","Transit","Kepler",1.08600000,1808.20,0.0180600000,5817.20,
"Kepler-1265 b","Transit","Kepler",1.49200000,723.20,0.0609600000,4760.60,
"Kepler-1266 b","Transit","Kepler",2.51400000,479.80,0.1724800000,5180.60,
"Kepler-1266 c","Transit","Kepler",1.59400000,864.60,0.0530600000,5180.60,
"Kepler-1267 b","Transit","Kepler",2.27000000,705.80,0.1071800000,5514.40,
"Kepler-1268 b","Transit","Kepler",2.14400000,609.20,0.2401600000,6230.20,
"Kepler-1269 b","Transit","Kepler",1.74600000,613.60,0.2232200000,6034.00,
"Kepler-127 b","Transit","Kepler",1.45000000,883.80,0.1247400000,6112.40,
"Kepler-127 c","Transit","Kepler",2.41800000,697.40,0.2003600000,6112.40,
"Kepler-127 d","Transit","Kepler",2.52200000,589.40,0.2801600000,6112.40,
"Kepler-1270 b","Transit","Kepler",3.09800000,1494.40,0.0703800000,5133.20,
"Kepler-1271 b","Transit","Kepler",1.27400000,1376.20,0.0421400000,6170.20,
"Kepler-1272 b","Transit","Kepler",2.47200000,541.80,0.2707400000,6068.20,
"Kepler-1273 b","Transit","Kepler",2.49000000,566.80,0.1845600000,5755.00,
"Kepler-1274 b","Transit","Kepler",1.22600000,1343.40,0.0790600000,6153.60,
"Kepler-1275 b","Transit","Kepler",1.22200000,1323.60,0.0479800000,6230.80,
"Kepler-1276 b","Transit","Kepler",1.10800000,908.80,0.1071400000,6386.80,
"Kepler-1277 b","Transit","Kepler",1.36600000,481.80,0.2182200000,5656.60,
"Kepler-1278 b","Transit","Kepler",0.83200000,1224.20,0.0423200000,6082.00,
"Kepler-1279 b","Transit","Kepler",1.41600000,738.40,0.1642400000,6385.60,
"Kepler-128 b","Transit","Kepler",1.34000000,965.17,0.1259000000,6073.50,
"Kepler-128 c","Transit","Kepler",1.31500000,841.00,0.1658000000,6073.50,
"Kepler-1280 b","Transit","Kepler",2.28600000,556.60,0.3416400000,6161.60,
"Kepler-1281 b","Transit","Kepler",1.63200000,1115.60,0.0412000000,5576.20,
"Kepler-1282 b","Transit","Kepler",1.62200000,1370.00,0.0332800000,5783.80,
"Kepler-1283 b","Transit","Kepler",1.32600000,771.00,0.1069600000,6066.00,
"Kepler-1284 b","Transit","Kepler",1.19400000,1687.20,0.0142400000,5161.20,
"Kepler-1285 b","Transit","Kepler",1.19400000,927.60,0.1254800000,6112.00,
"Kepler-1286 b","Transit","Kepler",2.42200000,885.80,0.0988800000,5988.80,
"Kepler-1287 b","Transit","Kepler",1.48400000,809.40,0.0997800000,5936.60,
"Kepler-1288 b","Transit","Kepler",1.75800000,1895.60,0.0426000000,6310.80,
"Kepler-1289 b","Transit","Kepler",1.40000000,926.60,0.0777000000,5888.80,
"Kepler-129 b","Transit","Kepler",2.25200000,889.20,0.1308600000,5772.60,
"Kepler-129 c","Transit","Kepler",2.36200000,512.80,0.3933000000,5772.60,
"Kepler-1290 b","Transit","Kepler",1.54000000,1094.20,0.0555600000,5993.00,
"Kepler-1291 b","Transit","Kepler",1.50600000,739.00,0.0778600000,5351.20,
"Kepler-1292 b","Transit","Kepler",1.84200000,1175.80,0.0443000000,5772.20,
"Kepler-1293 b","Transit","Kepler",0.91400000,1209.40,0.0653800000,6462.20,
"Kepler-1294 b","Transit","Kepler",3.07600000,373.60,0.4683400000,5935.00,
"Kepler-1295 b","Transit","Kepler",1.49800000,1032.80,0.0463800000,5551.80,
"Kepler-1296 b","Transit","Kepler",1.48200000,950.00,0.0786000000,5471.20,
"Kepler-1297 b","Transit","Kepler",1.08000000,1705.40,0.0279600000,6142.20,
"Kepler-1298 b","Transit","Kepler",1.12400000,1278.20,0.0788600000,6431.00,
"Kepler-1299 b","Transit","Kepler",2.45600000,589.80,0.1364000000,5621.60,
"Kepler-130 b","Transit","Kepler",1.02800000,975.80,0.0796800000,5885.60,
"Kepler-130 c","Transit","Kepler",2.87333333,662.83,0.1754833333,5884.50,0.15500
"Kepler-130 d","Transit","Kepler",1.41000000,447.60,0.3785800000,5885.60,
"Kepler-1300 b","Transit","Kepler",1.31800000,830.80,0.1603200000,6206.80,
"Kepler-1301 b","Transit","Kepler",1.39200000,732.60,0.0812000000,5349.40,
"Kepler-1302 b","Transit","Kepler",1.55600000,775.60,0.0790000000,5319.60,
"Kepler-1303 b","Transit","Kepler",1.22200000,888.40,0.0750800000,5847.00,
"Kepler-1304 b","Transit","Kepler",2.35400000,645.60,0.1155200000,5315.00,
"Kepler-1305 b","Transit","Kepler",1.75200000,731.40,0.1109200000,5849.40,
"Kepler-1306 b","Transit","Kepler",1.78200000,675.40,0.1243000000,5734.20,
"Kepler-1307 b","Transit","Kepler",2.56000000,767.80,0.1373200000,6244.40,
"Kepler-1308 b","Transit","Kepler",0.66200000,627.20,0.0236200000,3506.20,
"Kepler-1309 b","Transit","Kepler",2.31400000,490.20,0.1679200000,5149.20,
"Kepler-131 b","Transit","Kepler",2.09600000,707.40,0.1265800000,5748.00,
"Kepler-131 c","Transit","Kepler",0.79600000,606.40,0.1720400000,5748.00,
"Kepler-1310 b","Transit","Kepler",1.29600000,1831.00,0.0146000000,5567.40,
"Kepler-1311 b","Transit","Kepler",1.21000000,954.60,0.0981200000,5910.60,
"Kepler-1311 c","Transit","Kepler",1.10600000,1562.60,0.0366000000,5910.60,
"Kepler-1311 d","Transit","Kepler",7.69600000,366.00,0.6662400000,5910.60,
"Kepler-1312 b","Transit","Kepler",1.94600000,938.00,0.0585600000,5689.80,
"Kepler-1312 c","Transit","Kepler",0.89000000,1589.80,0.0203800000,5689.80,
"Kepler-1313 b","Transit","Kepler",3.44600000,1340.00,0.0456400000,5364.20,
"Kepler-1314 b","Transit","Kepler",4.95000000,578.80,0.0475200000,3960.00,
"Kepler-1315 b","Transit","Kepler",1.54200000,1504.60,0.0160400000,4795.00,
"Kepler-1315 c","Transit","Kepler",1.67800000,757.80,0.0632000000,4795.00,
"Kepler-1316 b","Transit","Kepler",2.87800000,397.20,0.3817600000,5824.60,
"Kepler-1317 b","Transit","Kepler",1.48000000,1776.40,0.0129000000,5206.00,
"Kepler-1318 b","Transit","Kepler",2.77400000,201.40,0.6066000000,4481.80,
"Kepler-1319 b","Transit","Kepler",0.93200000,497.00,0.0260800000,3384.60,
"Kepler-132 b","Transit","Kepler",1.28833333,1079.00,0.0648333333,5916.33,
"Kepler-132 c","Transit","Kepler",1.44500000,1066.50,0.0663500000,5916.33,
"Kepler-132 d","Transit","Kepler",1.80333333,755.50,0.1321833333,5916.33,
"Kepler-132 e","Transit","Kepler",1.20750000,406.50,0.4381750000,5923.50,
"Kepler-1320 b","Transit","Kepler",1.63400000,1390.00,0.0163000000,4779.40,
"Kepler-1321 b","Transit","Kepler",5.94600000,510.20,0.0849400000,4201.00,
"Kepler-1321 c","Transit","Kepler",2.99600000,872.40,0.0290600000,4201.00,
"Kepler-1321 d","Transit","Kepler",2.74400000,636.60,0.0545800000,4201.00,
"Kepler-1322 b","Transit","Kepler",1.49200000,1668.20,0.0184400000,5700.60,
"Kepler-1322 c","Transit","Kepler",1.74400000,885.00,0.0655000000,5700.60,
"Kepler-1323 b","Transit","Kepler",1.51600000,2333.40,0.0195200000,6356.40,
"Kepler-1324 b","Transit","Kepler",1.77600000,876.40,0.0460800000,4806.00,
"Kepler-1325 b","Transit","Kepler",2.84600000,529.80,0.2026200000,5670.60,
"Kepler-1326 b","Transit","Kepler",4.06400000,747.00,0.2628200000,6858.00,
"Kepler-1327 b","Transit","Kepler",1.89200000,831.40,0.1190800000,6143.60,
"Kepler-1328 b","Transit","Kepler",1.03600000,1108.00,0.0534800000,5865.20,
"Kepler-1329 b","Transit","Kepler",2.10800000,572.20,0.0745600000,4442.60,
"Kepler-133 b","Transit","Kepler",1.95800000,1054.20,0.0792800000,5595.00,
"Kepler-133 c","Transit","Kepler",2.85400000,671.20,0.1955400000,5595.00,
"Kepler-1330 b","Transit","Kepler",1.80800000,822.00,0.0913600000,5677.00,
"Kepler-1331 b","Transit","Kepler",0.94000000,1229.80,0.0141600000,4255.60,
"Kepler-1332 b","Transit","Kepler",1.20200000,709.80,0.0957400000,5579.80,
"Kepler-1333 b","Transit","Kepler",2.98600000,358.40,0.4322600000,5588.60,
"Kepler-1334 b","Transit","Kepler",2.26200000,707.80,0.1227200000,5890.00,
"Kepler-1335 b","Transit","Kepler",1.59600000,798.80,0.0612000000,5019.40,
"Kepler-1336 b","Transit","Kepler",1.56200000,630.40,0.1573000000,5652.20,
"Kepler-1336 c","Transit","Kepler",1.30800000,1001.40,0.0622800000,5652.20,
"Kepler-1337 b","Transit","Kepler",2.42200000,433.60,0.1436800000,4581.40,
"Kepler-1338 b","Transit","Kepler",0.93800000,2037.40,0.0189400000,5972.60,
"Kepler-1339 b","Transit","Kepler",0.94000000,1810.60,0.0232600000,5701.80,
"Kepler-134 b","Transit","Kepler",2.82697708,1106.70,0.0624400000,5980.45,
"Kepler-134 c","Transit","Kepler",1.56000000,986.40,0.0957800000,6012.60,
"Kepler-1340 b","Transit","Kepler",0.99800000,2084.40,0.0151200000,5937.20,
"Kepler-1341 b","Transit","Kepler",2.50800000,238.80,0.4499200000,4529.60,
"Kepler-1342 b","Transit","Kepler",1.70200000,1276.80,0.0316400000,5376.40,
"Kepler-1343 b","Transit","Kepler",2.10200000,1297.00,0.0449200000,6204.80,
"Kepler-1344 b","Transit","Kepler",1.77600000,1210.20,0.0568400000,6186.80,
"Kepler-1345 b","Transit","Kepler",2.34400000,693.20,0.2650400000,6765.20,
"Kepler-1346 b","Transit","Kepler",1.32200000,1247.80,0.0444000000,6184.60,
"Kepler-1347 b","Transit","Kepler",0.97800000,613.60,0.1044000000,5160.00,
"Kepler-1348 b","Transit","Kepler",1.60200000,591.40,0.1760400000,5980.20,
"Kepler-1349 b","Transit","Kepler",0.65600000,1632.80,0.0337000000,5988.80,
"Kepler-135 b","Transit","Kepler",1.84400000,1187.00,0.0687000000,6341.00,
"Kepler-135 c","Transit","Kepler",1.13800000,957.80,0.1054800000,6341.00,
"Kepler-1350 b","Transit","Kepler",2.24400000,557.80,0.0414400000,3724.60,
"Kepler-1350 c","Transit","Kepler",1.58800000,759.40,0.0223600000,3724.60,
"Kepler-1351 b","Transit","Kepler",0.59800000,1203.20,0.0156800000,4381.20,
"Kepler-1352 b","Transit","Kepler",0.81000000,1720.00,0.0302000000,6325.80,
"Kepler-1353 b","Transit","Kepler",2.05000000,482.60,0.1516000000,4835.40,
"Kepler-1354 b","Transit","Kepler",2.55000000,464.60,0.3543400000,6173.60,
"Kepler-1355 b","Transit","Kepler",1.38600000,1445.20,0.0223200000,5464.80,
"Kepler-1356 b","Transit","Kepler",1.40200000,1682.40,0.0136800000,5194.80,
"Kepler-1357 b","Transit","Kepler",1.16800000,1177.00,0.0398000000,5823.00,
"Kepler-1358 b","Transit","Kepler",1.21800000,829.00,0.0658800000,5307.60,
"Kepler-1359 b","Transit","Kepler",3.34800000,373.40,0.2787200000,4784.00,
"Kepler-136 b","Transit","Kepler",1.97600000,920.20,0.1058800000,6156.40,
"Kepler-136 c","Transit","Kepler",1.83600000,820.00,0.1333400000,6156.40,
"Kepler-1360 b","Transit","Kepler",3.02400000,656.80,0.2537200000,6286.40,
"Kepler-1361 b","Transit","Kepler",0.94200000,1042.20,0.0428800000,5194.80,
"Kepler-1362 b","Transit","Kepler",2.39000000,251.20,0.4599200000,4676.80,
"Kepler-1363 b","Transit","Kepler",1.25400000,977.80,0.0362400000,4893.40,
"Kepler-1364 b","Transit","Kepler",2.08000000,1134.60,0.1239400000,6989.60,
"Kepler-1365 b","Transit","Kepler",0.80800000,905.60,0.0760800000,5801.80,
"Kepler-1365 c","Transit","Kepler",0.69000000,1061.20,0.0553800000,5801.80,
"Kepler-1366 b","Transit","Kepler",1.32200000,790.20,0.0270000000,3933.20,
"Kepler-1367 b","Transit","Kepler",0.86000000,900.00,0.0223200000,4059.20,
"Kepler-1368 b","Transit","Kepler",1.40200000,2060.80,0.0152400000,5916.40,
"Kepler-1369 b","Transit","Kepler",2.95000000,665.60,0.1734800000,6026.20,
"Kepler-137 b","Transit","Kepler",1.61800000,757.60,0.0781000000,5313.00,
"Kepler-137 c","Transit","Kepler",2.15200000,581.00,0.1328000000,5313.00,
"Kepler-1370 b","Transit","Kepler",1.87400000,786.00,0.1536800000,6209.40,
"Kepler-1370 c","Transit","Kepler",1.20800000,1097.80,0.0788000000,6209.40,
"Kepler-1371 b","Transit","Kepler",0.71000000,1033.00,0.0398400000,5392.00,
"Kepler-1371 c","Transit","Kepler",0.58200000,1238.80,0.0277200000,5392.00,
"Kepler-1372 b","Transit","Kepler",1.21000000,1646.40,0.0238000000,5914.80,
"Kepler-1373 b","Transit","Kepler",0.87200000,1859.80,0.0239800000,6356.60,
"Kepler-1374 b","Transit","Kepler",2.21400000,712.20,0.0918400000,5567.20,
"Kepler-1375 b","Transit","Kepler",1.25600000,1463.80,0.0451200000,6284.80,
"Kepler-1376 b","Transit","Kepler",1.07000000,1040.60,0.0596400000,5907.20,
"Kepler-1377 b","Transit","Kepler",1.31600000,1879.60,0.0152400000,5617.00,
"Kepler-1378 b","Transit","Kepler",2.20400000,526.00,0.0884000000,4324.60,
"Kepler-1379 b","Transit","Kepler",1.28400000,1548.20,0.0172800000,5223.20,
"Kepler-138 b","Transit","Kepler",0.62666667,450.50,0.0746666667,3851.67,-1.25181
"Kepler-138 c","Transit","Kepler",1.49142857,407.14,0.0905714286,3850.14,-1.25181
"Kepler-138 d","Transit","Kepler",1.51857143,342.71,0.1277300000,3850.14,-1.25181
"Kepler-1380 b","Transit","Kepler",1.41800000,783.60,0.0913600000,5700.20,
"Kepler-1381 b","Transit","Kepler",2.41400000,647.80,0.1728400000,6133.40,
"Kepler-1382 b","Transit","Kepler",1.33600000,778.80,0.1319000000,6050.80,
"Kepler-1383 b","Transit","Kepler",1.23400000,918.60,0.1138000000,6243.20,
"Kepler-1384 b","Transit","Kepler",2.24600000,610.80,0.1134800000,4974.40,
"Kepler-1385 b","Transit","Kepler",0.61000000,1233.80,0.0395000000,5737.60,
"Kepler-1386 b","Transit","Kepler",1.17400000,943.00,0.0691400000,5705.40,
"Kepler-1387 b","Transit","Kepler",0.91200000,1113.40,0.0308000000,5009.00,
"Kepler-1388 b","Transit","Kepler",2.30000000,437.20,0.0854400000,3918.00,
"Kepler-1388 c","Transit","Kepler",2.07600000,570.60,0.0501800000,3918.00,
"Kepler-1388 d","Transit","Kepler",2.41333333,359.00,0.1229333333,3899.00,
"Kepler-1388 e","Transit","Kepler",2.14333333,295.67,0.1815666667,3899.00,
"Kepler-1389 b","Transit","Kepler",1.82400000,311.20,0.3842800000,5096.00,
"Kepler-139 b","Transit","Kepler",2.68800000,762.80,0.1249800000,5618.00,
"Kepler-139 c","Transit","Kepler",2.77200000,354.40,0.5790400000,5618.00,
"Kepler-139 d","Transit","Kepler",2.02200000,984.80,0.0749600000,5618.00,
"Kepler-1390 b","Transit","Kepler",1.02400000,888.20,0.0654600000,5635.80,
"Kepler-1391 b","Transit","Kepler",1.42400000,473.60,0.2793200000,5856.00,
"Kepler-1392 b","Transit","Kepler",2.05000000,704.00,0.1193200000,5873.80,
"Kepler-1393 b","Transit","Kepler",0.70000000,1252.40,0.0343800000,5733.40,
"Kepler-1394 b","Transit","Kepler",0.87600000,1653.80,0.0540600000,6626.00,
"Kepler-1395 b","Transit","Kepler",1.09400000,1659.60,0.0516200000,6371.60,
"Kepler-1396 b","Transit","Kepler",1.64400000,755.00,0.1399400000,6182.40,
"Kepler-1397 b","Transit","Kepler",1.46000000,511.40,0.2501000000,5903.80,
"Kepler-1398 b","Transit","Kepler",0.82400000,1414.60,0.0392400000,6151.20,
"Kepler-1398 c","Transit","Kepler",0.90000000,1240.00,0.0510800000,6151.20,
"Kepler-1399 b","Transit","Kepler",1.32200000,1591.60,0.0276800000,6067.80,
"Kepler-14 b","Transit","Kepler",11.26659744,1408.04,0.0780166667,6382.00,
"Kepler-140 b","Transit","Kepler",1.39200000,1329.60,0.0450600000,6130.40,
"Kepler-140 c","Transit","Kepler",1.57400000,437.60,0.4159400000,6130.40,
"Kepler-1400 b","Transit","Kepler",1.81800000,726.40,0.0782800000,5102.80,
"Kepler-1401 b","Transit","Kepler",1.40800000,811.60,0.0980000000,6041.80,
"Kepler-1402 b","Transit","Kepler",0.89400000,1343.80,0.0305000000,5400.40,
"Kepler-1403 b","Transit","Kepler",2.17000000,1232.40,0.0635200000,6419.80,
"Kepler-1404 b","Transit","Kepler",6.28800000,605.00,0.1150600000,5392.20,
"Kepler-1405 b","Transit","Kepler",3.01200000,566.60,0.1780800000,5865.00,
"Kepler-1406 b","Transit","Kepler",1.17000000,880.80,0.0997800000,5994.40,
"Kepler-1407 b","Transit","Kepler",2.37600000,747.00,0.1494800000,5995.40,
"Kepler-1408 b","Transit","Kepler",0.89600000,1522.20,0.0419200000,6165.00,
"Kepler-1409 b","Transit","Kepler",1.07800000,1721.20,0.0151600000,5222.20,
"Kepler-141 b","Transit","Kepler",13.34200000,3343.40,0.0407600000,4306.20,
"Kepler-141 c","Transit","Kepler",30.94000000,2550.80,0.0700200000,4306.20,
"Kepler-1410 b","Transit","Kepler",1.60500000,258.50,0.2486333333,3929.50,-1.15800
"Kepler-1411 b","Transit","Kepler",3.18600000,433.00,0.3979000000,6117.20,
"Kepler-1412 b","Transit","Kepler",0.67800000,1251.00,0.0449600000,6003.40,
"Kepler-1413 b","Transit","Kepler",1.84000000,644.40,0.1064800000,5341.20,
"Kepler-1414 b","Transit","Kepler",1.81400000,1117.60,0.0428800000,5070.60,
"Kepler-1415 b","Transit","Kepler",1.34000000,1826.40,0.0141200000,5309.20,
"Kepler-1416 b","Transit","Kepler",1.04400000,1752.00,0.0250200000,5691.40,
"Kepler-1417 b","Transit","Kepler",1.01200000,696.00,0.1436800000,5954.20,
"Kepler-1418 b","Transit","Kepler",1.31000000,422.20,0.1323400000,4583.00,
"Kepler-1419 b","Transit","Kepler",2.57000000,509.20,0.2390800000,5908.80,
"Kepler-142 b","Transit","Kepler",1.94800000,1593.40,0.0308400000,5743.20,
"Kepler-142 c","Transit","Kepler",2.75600000,1197.40,0.0546200000,5743.20,
"Kepler-142 d","Transit","Kepler",1.50800000,580.40,0.2325200000,5743.20,
"Kepler-1420 b","Transit","Kepler",1.28800000,797.00,0.0665600000,5272.80,
"Kepler-1421 b","Transit","Kepler",0.75000000,1148.80,0.0753800000,6488.80,
"Kepler-1422 b","Transit","Kepler",1.90000000,813.00,0.1484800000,6559.60,
"Kepler-1423 b","Transit","Kepler",2.82000000,749.80,0.1584800000,4995.60,
"Kepler-1424 b","Transit","Kepler",1.10800000,565.20,0.1816800000,5853.40,
"Kepler-1425 b","Transit","Kepler",0.79400000,684.20,0.1054400000,5575.60,
"Kepler-1426 b","Transit","Kepler",1.62400000,791.40,0.1185600000,6128.80,
"Kepler-1427 b","Transit","Kepler",1.12000000,1828.00,0.0197000000,5808.40,
"Kepler-1428 b","Transit","Kepler",1.78000000,1068.60,0.0998800000,6327.80,
"Kepler-1429 b","Transit","Kepler",1.25800000,1189.40,0.0549400000,6209.40,
"Kepler-143 b","Transit","Kepler",2.13400000,782.20,0.1241600000,5977.80,
"Kepler-143 c","Transit","Kepler",2.51400000,656.80,0.1761800000,5977.80,
"Kepler-1430 b","Transit","Kepler",1.12200000,987.60,0.0311200000,4778.20,
"Kepler-1431 b","Transit","Kepler",1.48400000,1059.80,0.0646400000,6009.80,
"Kepler-1432 b","Transit","Kepler",2.11400000,715.20,0.1681200000,6320.40,
"Kepler-1433 b","Transit","Kepler",1.34200000,1211.00,0.0521000000,6106.00,
"Kepler-1434 b","Transit","Kepler",0.99000000,1216.60,0.0828600000,6327.00,
"Kepler-1435 b","Transit","Kepler",0.91400000,1398.00,0.0564000000,6577.60,
"Kepler-1436 b","Transit","Kepler",1.46200000,958.40,0.0894000000,6125.80,
"Kepler-1437 b","Transit","Kepler",1.33800000,771.20,0.0954600000,5793.80,
"Kepler-1438 b","Transit","Kepler",0.94000000,1288.60,0.0333200000,5561.20,
"Kepler-1439 b","Transit","Kepler",1.51800000,425.60,0.0590200000,3553.40,
"Kepler-144 b","Transit","Kepler",1.33333333,1167.67,0.0657166667,6282.17,
"Kepler-144 c","Transit","Kepler",1.30666667,974.83,0.0942333333,6282.17,
"Kepler-1440 b","Transit","Kepler",1.42000000,575.40,0.2253800000,5858.60,
"Kepler-1441 b","Transit","Kepler",1.40200000,531.40,0.2237800000,5688.40,
"Kepler-1442 b","Transit","Kepler",3.37750000,496.50,0.3843250000,6462.25,
"Kepler-1443 b","Transit","Kepler",0.80500000,1579.50,0.0359000000,6348.75,
"Kepler-1444 b","Transit","Kepler",1.99500000,551.75,0.2023250000,5811.25,
"Kepler-1445 b","Transit","Kepler",0.92500000,930.00,0.0948750000,6073.25,
"Kepler-1446 b","Transit","Kepler",1.59000000,2112.75,0.0148500000,4858.50,
"Kepler-1447 b","Transit","Kepler",3.13250000,481.50,0.2898250000,5817.75,
"Kepler-1448 b","Transit","Kepler",1.71500000,811.00,0.1058000000,6075.00,
"Kepler-1449 b","Transit","Kepler",1.77500000,867.00,0.1176000000,6269.00,
"Kepler-145 b","Transit","Kepler",2.28400000,886.60,0.1723000000,6119.40,
"Kepler-145 c","Transit","Kepler",3.88400000,719.60,0.2613800000,6119.40,
"Kepler-1450 b","Transit","Kepler",1.64750000,309.50,0.2394250000,4405.25,
"Kepler-1451 b","Transit","Kepler",2.73500000,521.50,0.2098000000,5796.75,
"Kepler-1452 b","Transit","Kepler",2.02000000,655.50,0.2517000000,6123.25,
"Kepler-1453 b","Transit","Kepler",2.70000000,503.00,0.2620000000,5936.00,
"Kepler-1454 b","Transit","Kepler",1.77000000,450.75,0.2406500000,5500.50,
"Kepler-1455 b","Transit","Kepler",1.91800000,277.00,0.2146800000,3906.20,-1.24700
"Kepler-1456 b","Transit","Kepler",1.20750000,433.00,0.1132000000,4257.00,
"Kepler-1457 b","Transit","Kepler",1.71250000,478.00,0.2668000000,5968.00,
"Kepler-1458 b","Transit","Kepler",3.03500000,493.00,0.2495000000,5641.00,
"Kepler-1459 b","Transit","Kepler",1.67500000,370.00,0.2883000000,4900.75,
"Kepler-146 b","Transit","Kepler",3.33000000,641.40,0.1948200000,6150.80,
"Kepler-146 c","Transit","Kepler",2.98200000,475.20,0.3551200000,6150.80,
"Kepler-1460 b","Transit","Kepler",1.97750000,391.00,0.1614000000,4463.00,
"Kepler-1461 b","Transit","Kepler",1.97500000,451.75,0.1710500000,4986.25,
